PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"32657544","Inter-individual differences in body mass index were not observed as a result of aerobic exercise in children and adolescents with overweight and obesity","Kelley GA, Kelley KS, Pate RR.","Pediatr Obes. 2021 Jan;16(1):e12692. doi: 10.1111/ijpo.12692. Epub 2020 Jul 13.","Kelley GA","Pediatr Obes","2021","2020/07/14","","","10.1111/ijpo.12692"
"32656726","Exploring the effect of socioeconomic development on child growth in posttransitional Croatia: a cross-sectional study","Musić Milanović S, Lang Morović M, Križan H, Pezer M, Seferović J, Missoni S.","Int J Public Health. 2020 Nov;65(8):1299-1307. doi: 10.1007/s00038-020-01424-0. Epub 2020 Jul 12.","Musić Milanović S","Int J Public Health","2020","2020/07/14","","","10.1007/s00038-020-01424-0"
"32652034","A Low ω-6 to ω-3 PUFA Ratio (n-6:n-3 PUFA) Diet to Treat Fatty Liver Disease in Obese Youth","Van Name MA, Savoye M, Chick JM, Galuppo BT, Feldstein AE, Pierpont B, Johnson C, Shabanova V, Ekong U, Valentino PL, Kim G, Caprio S, Santoro N.","J Nutr. 2020 Sep 1;150(9):2314-2321. doi: 10.1093/jn/nxaa183.","Van Name MA","J Nutr","2020","2020/07/12","PMC7467848","","10.1093/jn/nxaa183"
"32652028","Infants with big appetites: The role of a nonfood environment on infant appetitive traits linked to obesity","Kong KL, Anzman-Frasca S, Epstein LH, Eiden RD, Paluch RA.","Am J Clin Nutr. 2020 Oct 1;112(4):948-955. doi: 10.1093/ajcn/nqaa175.","Kong KL","Am J Clin Nutr","2020","2020/07/12","PMC7762759","","10.1093/ajcn/nqaa175"
"32650862","Telehealth Opportunities and Challenges for Managing Pediatric Obesity","Cueto V, Sanders LM.","Pediatr Clin North Am. 2020 Aug;67(4):647-654. doi: 10.1016/j.pcl.2020.04.007.","Cueto V","Pediatr Clin North Am","2020","2020/07/12","","","10.1016/j.pcl.2020.04.007"
"32650571","A System Dynamics and Participatory Action Research Approach to Promote Healthy Living and a Healthy Weight among 10-14-Year-Old Adolescents in Amsterdam: The LIKE Programme","Waterlander WE, Luna Pinzon A, Verhoeff A, den Hertog K, Altenburg T, Dijkstra C, Halberstadt J, Hermans R, Renders C, Seidell J, Singh A, Anselma M, Busch V, Emke H, van den Eynde E, van Houtum L, Nusselder WJ, Overman M, van de Vlasakker S, Vrijkotte T, van den Akker E, Kremers SPJ, Chinapaw M, Stronks K.","Int J Environ Res Public Health. 2020 Jul 8;17(14):4928. doi: 10.3390/ijerph17144928.","Waterlander WE","Int J Environ Res Public Health","2020","2020/07/12","PMC7400640","","10.3390/ijerph17144928"
"32648163","Vending Machines and Cardiovascular Prevention: How to Implement Healthy Dietary Habits at School","Volpe R, Marchant S.","High Blood Press Cardiovasc Prev. 2020 Oct;27(5):417-419. doi: 10.1007/s40292-020-00397-8. Epub 2020 Jul 9.","Volpe R","High Blood Press Cardiovasc Prev","2020","2020/07/11","","","10.1007/s40292-020-00397-8"
"32646442","Integration of an interpretable machine learning algorithm to identify early life risk factors of childhood obesity among preterm infants: a prospective birth cohort","Fu Y, Gou W, Hu W, Mao Y, Tian Y, Liang X, Guan Y, Huang T, Li K, Guo X, Liu H, Li D, Zheng JS.","BMC Med. 2020 Jul 10;18(1):184. doi: 10.1186/s12916-020-01642-6.","Fu Y","BMC Med","2020","2020/07/11","PMC7350615","","10.1186/s12916-020-01642-6"
"32646282","Effects of judo training upon body composition, autonomic function, and cardiorespiratory fitness in overweight or obese children aged 8- to 13 years","Brasil I, Monteiro W, Lima T, Seabra A, Farinatti P.","J Sports Sci. 2020 Nov;38(21):2508-2516. doi: 10.1080/02640414.2020.1792189. Epub 2020 Jul 10.","Brasil I","J Sports Sci","2020","2020/07/11","","","10.1080/02640414.2020.1792189"
"32645466","Identifying early abdominal obesity risk in adolescents by telemedicine: A cross-sectional study in Greece","Bacopoulou F, Landis GN, Pałasz A, Tsitsika A, Vlachakis D, Tsarouhas K, Tsitsimpikou C, Stefanaki C, Kouretas D, Efthymiou V.","Food Chem Toxicol. 2020 Oct;144:111532. doi: 10.1016/j.fct.2020.111532. Epub 2020 Jul 6.","Bacopoulou F","Food Chem Toxicol","2020","2020/07/10","","","10.1016/j.fct.2020.111532"
"32640540","Health Promotion for Childhood Obesity: An Approach Based on Self-Tracking of Data","Gómez-Del-Río N, González-González CS, Toledo-Delgado PA, Muñoz-Cruz V, García-Peñalvo F.","Sensors (Basel). 2020 Jul 6;20(13):3778. doi: 10.3390/s20133778.","Gómez-Del-Río N","Sensors (Basel)","2020","2020/07/10","PMC7374452","","10.3390/s20133778"
"32638543","Significance of autoantibody seropositivity in children with obesity and non-alcoholic fatty liver disease","Yodoshi T, Orkin S, Arce-Clachar AC, Bramlage K, Xanthakos SA, Mouzaki M, Valentino PL.","Pediatr Obes. 2021 Jan;16(1):e12696. doi: 10.1111/ijpo.12696. Epub 2020 Jul 8.","Yodoshi T","Pediatr Obes","2021","2020/07/09","PMC8006542","NIHMS1680540","10.1111/ijpo.12696"
"32638346","Methodological approaches to the design and analysis of nonrandomized intervention studies for the prevention of child and adolescent obesity","Sandhu R, Mbuagbaw L, Tarride JE, De Rubeis V, Carsley S, Anderson LN.","Can J Public Health. 2020 Jun;111(3):358-370. doi: 10.17269/s41997-020-00358-7. Epub 2020 Jul 7.","Sandhu R","Can J Public Health","2020","2020/07/09","PMC7352029","","10.17269/s41997-020-00358-7"
"32636122","Causal associations of body mass index and waist-to-hip ratio with cardiometabolic traits among Chinese children: A Mendelian randomization study","Song Q, Huang T, Song J, Meng X, Li C, Wang Y, Wang H.","Nutr Metab Cardiovasc Dis. 2020 Aug 28;30(9):1554-1563. doi: 10.1016/j.numecd.2020.05.008. Epub 2020 May 22.","Song Q","Nutr Metab Cardiovasc Dis","2020","2020/07/09","","","10.1016/j.numecd.2020.05.008"
"32636074","Strong association between adolescent obesity and consumption of macrolides in Europe and the USA: An ecological study","Kenyon C, Laumen J, Manoharan-Basil SS, Buyze J.","J Infect Public Health. 2020 Oct;13(10):1517-1521. doi: 10.1016/j.jiph.2020.06.024. Epub 2020 Jul 4.","Kenyon C","J Infect Public Health","2020","2020/07/09","","","10.1016/j.jiph.2020.06.024"
"32635185","Shedding ""LIGHT"" on the Link between Bone and Fat in Obese Children and Adolescents","Brunetti G, Faienza MF, Piacente L, Storlino G, Oranger A, D'Amato G, De Filippo G, Colucci S, Grano M.","Int J Mol Sci. 2020 Jul 3;21(13):4739. doi: 10.3390/ijms21134739.","Brunetti G","Int J Mol Sci","2020","2020/07/09","PMC7370129","","10.3390/ijms21134739"
"32634356","Impact Of The Healthy, Hunger-Free Kids Act On Obesity Trends","Kenney EL, Barrett JL, Bleich SN, Ward ZJ, Cradock AL, Gortmaker SL.","Health Aff (Millwood). 2020 Jul;39(7):1122-1129. doi: 10.1377/hlthaff.2020.00133.","Kenney EL","Health Aff (Millwood)","2020","2020/07/08","PMC7961790","NIHMS1672883","10.1377/hlthaff.2020.00133"
"32632738","Prevalence of overweight and obesity in Irish ambulant children with cerebral palsy","Kiernan D, Nikolopoulou C, Brady K.","Ir J Med Sci. 2021 Feb;190(1):225-231. doi: 10.1007/s11845-020-02294-4. Epub 2020 Jul 6.","Kiernan D","Ir J Med Sci","2021","2020/07/08","","","10.1007/s11845-020-02294-4"
"32632022","Flattening the (BMI) Curve: Timing of Child Obesity Onset and Cardiovascular Risk","Armstrong S, Li JS, Skinner AC.","Pediatrics. 2020 Aug;146(2):e20201353. doi: 10.1542/peds.2020-1353. Epub 2020 Jul 6.","Armstrong S","Pediatrics","2020","2020/07/08","","","10.1542/peds.2020-1353"
"32632021","Body Mass Index From Early to Late Childhood and Cardiometabolic Measurements at 11 to 12 Years","Lycett K, Juonala M, Magnussen CG, Norrish D, Mensah FK, Liu R, Clifford SA, Carlin JB, Olds T, Saffery R, Kerr JA, Ranganathan S, Baur LA, Sabin MA, Cheung M, Dwyer T, Liu M, Burgner D, Wake M.","Pediatrics. 2020 Aug;146(2):e20193666. doi: 10.1542/peds.2019-3666. Epub 2020 Jul 6.","Lycett K","Pediatrics","2020","2020/07/08","","","10.1542/peds.2019-3666"
"32631401","The impacts of multiple obesity-related interventions on quality of life in children and adolescents: a randomized controlled trial","Diao H, Wang H, Yang L, Li T.","Health Qual Life Outcomes. 2020 Jul 6;18(1):213. doi: 10.1186/s12955-020-01459-0.","Diao H","Health Qual Life Outcomes","2020","2020/07/08","PMC7336614","","10.1186/s12955-020-01459-0"
"32630502","Effectiveness of Interventions to Promote Healthy Eating Habits in Children and Adolescents at Risk of Poverty: Systematic Review and Meta-Analysis","Pastor R, Tur JA.","Nutrients. 2020 Jun 25;12(6):1891. doi: 10.3390/nu12061891.","Pastor R","Nutrients","2020","2020/07/08","PMC7353268","","10.3390/nu12061891"
"32629760","Carbohydrate Intake in Early Childhood and Body Composition and Metabolic Health: Results from the Generation R Study","Nguyen AN, Santos S, Braun KVE, Voortman T.","Nutrients. 2020 Jun 30;12(7):1940. doi: 10.3390/nu12071940.","Nguyen AN","Nutrients","2020","2020/07/08","PMC7399886","","10.3390/nu12071940"
"32627629","Association of Body Mass Index in Youth With Adult Cardiometabolic Risk","Wu F, Juonala M, Sabin MA, Buscot MJ, Pahkala K, Smith KJ, Hutri-Kähönen N, Kähönen M, Laitinen TP, Viikari JSA, Raitakari OT, Magnussen CG.","J Am Heart Assoc. 2020 Jul 21;9(14):e015288. doi: 10.1161/JAHA.119.015288. Epub 2020 Jul 4.","Wu F","J Am Heart Assoc","2020","2020/07/07","PMC7660723","","10.1161/JAHA.119.015288"
"32627434","The paediatric weight management office visit via telemedicine: pre- to post-COVID-19 pandemic","O'Hara VM, Johnston SV, Browne NT.","Pediatr Obes. 2020 Aug;15(8):e12694. doi: 10.1111/ijpo.12694. Epub 2020 Jul 6.","O'Hara VM","Pediatr Obes","2020","2020/07/07","PMC7361154","","10.1111/ijpo.12694"
"32625166","Serum Ferritin Correlates With Liver Fat in Male Adolescents With Obesity","Mörwald K, Aigner E, Bergsten P, Brunner SM, Forslund A, Kullberg J, Ahlström H, Manell H, Roomp K, Schütz S, Zsoldos F, Renner W, Furthner D, Maruszczak K, Zandanell S, Weghuber D, Mangge H.","Front Endocrinol (Lausanne). 2020 Jun 18;11:340. doi: 10.3389/fendo.2020.00340. eCollection 2020.","Mörwald K","Front Endocrinol (Lausanne)","2020","2020/07/07","PMC7314945","","10.3389/fendo.2020.00340"
"32623375","Association of sleep characteristics with adiposity markers in children","Herttrich T, Daxer J, Hiemisch A, Kluge J, Merkenschlager A, Kratzsch J, Scheuermann K, Jenni OG, Körner A, Kiess W, Quante M.","J Pediatr Endocrinol Metab. 2020 Jul 28;33(7):845-852. doi: 10.1515/jpem-2019-0517.","Herttrich T","J Pediatr Endocrinol Metab","2020","2020/07/06","","","10.1515/jpem-2019-0517"
"32623028","Predictors of behavioral dysregulation and social dysfunction in pediatric patients with epilepsy and obesity: Developmental timing matters","Ng R, Hodges E.","Epilepsy Behav. 2020 Oct;111:107234. doi: 10.1016/j.yebeh.2020.107234. Epub 2020 Jul 2.","Ng R","Epilepsy Behav","2020","2020/07/06","","","10.1016/j.yebeh.2020.107234"
"32622878","Childhood Obesity and Cardiovascular Disease Risk: Working Toward Solutions","McPhee PG, Singh S, Morrison KM.","Can J Cardiol. 2020 Sep;36(9):1352-1361. doi: 10.1016/j.cjca.2020.06.020. Epub 2020 Jul 3.","McPhee PG","Can J Cardiol","2020","2020/07/06","","","10.1016/j.cjca.2020.06.020"
"32621732","Association between eating behavior, anthropometric and biochemical measurements, and peptide YY (PYY) hormone levels in obese adolescents in outpatient care","Fernandes SP, Alessi J, Santos ZEA, de Mello ED.","J Pediatr Endocrinol Metab. 2020 Jul 28;33(7):873-877. doi: 10.1515/jpem-2020-0033.","Fernandes SP","J Pediatr Endocrinol Metab","2020","2020/07/05","","","10.1515/jpem-2020-0033"
"32621730","Prevalence of abdominal obesity in non-obese adolescents: a North Indian adolescent study","Solanki DK, Walia R, Gautam A, Misra A, Aggarwal AK, Bhansali A.","J Pediatr Endocrinol Metab. 2020 Jul 28;33(7):853-858. doi: 10.1515/jpem-2019-0026.","Solanki DK","J Pediatr Endocrinol Metab","2020","2020/07/05","","","10.1515/jpem-2019-0026"
"32620828","Increasing trends in childhood overweight have mostly reversed: 30 years of continuous surveillance of Slovenian youth","Sorić M, Jurak G, Đurić S, Kovač M, Strel J, Starc G.","Sci Rep. 2020 Jul 3;10(1):11022. doi: 10.1038/s41598-020-68102-2.","Sorić M","Sci Rep","2020","2020/07/05","PMC7335166","","10.1038/s41598-020-68102-2"
"32620676","Weight as a Risk Factor for Mortality in Critically Ill Patients","Ayalon I, Woo JG, Basu RK, Kaddourah A, Goldstein SL, Kaplan JM; AWARE Investigators.","Pediatrics. 2020 Aug;146(2):e20192829. doi: 10.1542/peds.2019-2829. Epub 2020 Jul 3.","Ayalon I","Pediatrics","2020","2020/07/05","PMC7397732","","10.1542/peds.2019-2829"
"32618712","Estimating Reductions in Ethnic Inequalities in Child Adiposity from Hypothetical Diet, Screen Time, and Sports Participation Interventions","Lara M, Labrecque JA, van Lenthe FJ, Voortman T.","Epidemiology. 2020 Sep;31(5):736-744. doi: 10.1097/EDE.0000000000001221.","Lara M","Epidemiology","2020","2020/07/04","","","10.1097/EDE.0000000000001221"
"32615264","Negative Impact of Obesity on Ventricular Size and Function and Exercise Performance in Children and Adolescents With Repaired Tetralogy of Fallot","Aly S, Lizano Santamaria RW, Devlin PJ, Jegatheeswaran A, Russell J, Seed M, McCrindle BW.","Can J Cardiol. 2020 Sep;36(9):1482-1490. doi: 10.1016/j.cjca.2020.06.015. Epub 2020 Jun 29.","Aly S","Can J Cardiol","2020","2020/07/03","","","10.1016/j.cjca.2020.06.015"
"32612573","Association of Serum 25-Hydroxyvitamin D Level With Metabolic Phenotypes of Obesity in Children and Adolescents: The CASPIAN-V Study","Esmaili H, Heshmat R, Ejtahed HS, Rastad H, Motlagh ME, Asayesh H, Jafarnejad M, Seif E, Qorbani M, Kelishadi R.","Front Endocrinol (Lausanne). 2020 Jun 16;11:310. doi: 10.3389/fendo.2020.00310. eCollection 2020.","Esmaili H","Front Endocrinol (Lausanne)","2020","2020/07/03","PMC7308554","","10.3389/fendo.2020.00310"
"32605882","Low vitamin D status is associated with obesity but no other cardiovascular risk factors in Chinese children and adolescents","Tang Z, Huang S, Ma R, Zheng H, Zhu Y.","Nutr Metab Cardiovasc Dis. 2020 Aug 28;30(9):1573-1581. doi: 10.1016/j.numecd.2020.05.019. Epub 2020 Jun 2.","Tang Z","Nutr Metab Cardiovasc Dis","2020","2020/07/02","","","10.1016/j.numecd.2020.05.019"
"32605252","Influence of a Physical Exercise Program in the Anxiety and Depression in Children with Obesity","Romero-Pérez EM, González-Bernal JJ, Soto-Cámara R, González-Santos J, Tánori-Tapia JM, Rodríguez-Fernández P, Jiménez-Barrios M, Márquez S, de Paz JA.","Int J Environ Res Public Health. 2020 Jun 28;17(13):4655. doi: 10.3390/ijerph17134655.","Romero-Pérez EM","Int J Environ Res Public Health","2020","2020/07/02","PMC7369888","","10.3390/ijerph17134655"
"32602233","Increased dairy product consumption as part of a diet and exercise weight management program improves body composition in adolescent females with overweight and obesity-A randomized controlled trial","Calleja M, Caetano Feitoza N, Falk B, Klentrou P, Ward WE, Sullivan PJ, Josse AR.","Pediatr Obes. 2020 Dec;15(12):e12690. doi: 10.1111/ijpo.12690. Epub 2020 Jun 29.","Calleja M","Pediatr Obes","2020","2020/07/01","","","10.1111/ijpo.12690"
"32602001","Prenatal exposure to isolated amniotic fluid disorders and the risk for long-term endocrine morbidity of the offspring","Pariente G, Walfisch A, Wainstock T, Landau D, Sergienko R, Sheiner E.","Arch Gynecol Obstet. 2020 Oct;302(4):873-878. doi: 10.1007/s00404-020-05674-4. Epub 2020 Jun 29.","Pariente G","Arch Gynecol Obstet","2020","2020/07/01","","","10.1007/s00404-020-05674-4"
"32599773","Randomized Double-Blind Controlled Trial on the Effect of Proteins with Different Tryptophan/Large Neutral Amino Acid Ratios on Sleep in Adolescents: The PROTMORPHEUS Study","Saidi O, Rochette E, Doré É, Maso F, Raoux J, Andrieux F, Fantini ML, Merlin E, Pereira B, Walrand S, Duché P.","Nutrients. 2020 Jun 24;12(6):1885. doi: 10.3390/nu12061885.","Saidi O","Nutrients","2020","2020/07/01","PMC7353359","","10.3390/nu12061885"
"32599548","Role of physical fitness and functional movement in the body posture of children with overweight/obesity","Molina-Garcia P, Plaza-Florido A, Mora-Gonzalez J, Torres-Lopez LV, Vanrenterghem J, Ortega FB.","Gait Posture. 2020 Jul;80:331-338. doi: 10.1016/j.gaitpost.2020.04.001. Epub 2020 Apr 11.","Molina-Garcia P","Gait Posture","2020","2020/06/30","","","10.1016/j.gaitpost.2020.04.001"
"32599535","Parents labor supply and childhood obesity: Evidence from Scotland","Milovanska-Farrington S.","Econ Hum Biol. 2020 Aug;38:100897. doi: 10.1016/j.ehb.2020.100897. Epub 2020 Jun 18.","Milovanska-Farrington S","Econ Hum Biol","2020","2020/06/30","","","10.1016/j.ehb.2020.100897"
"32597788","Designing for the Co-Use of Consumer Health Technology in Self-Management of Adolescent Overweight and Obesity: Mixed Methods Qualitative Study","LeRouge CM, Hah H, Deckard GJ, Jiang H.","JMIR Mhealth Uhealth. 2020 Jun 29;8(6):e18391. doi: 10.2196/18391.","LeRouge CM","JMIR Mhealth Uhealth","2020","2020/06/30","PMC7367539","","10.2196/18391"
"32594805","Modeling Pathways From the Perinatal Factors to the Vascular Risk Phenotype at the End of the Second Decade of Life: Birth Cohort, Brazil","Amaral MS, Ribeiro CCC, Alves MTSBE, Ribeiro MJS, Nascimento JXPT, Simões VMF, Ferraro AA, Barbieri MA, Silva AAMD.","Hypertension. 2020 Aug;76(2):359-365. doi: 10.1161/HYPERTENSIONAHA.119.14218. Epub 2020 Jun 29.","Amaral MS","Hypertension","2020","2020/06/30","","","10.1161/HYPERTENSIONAHA.119.14218"
"32593471","Is pediatric obesity itself or second-hand smoking exposure effective on cardiovascular risk factors?","Sert A.","Atherosclerosis. 2020 Sep;308:57-58. doi: 10.1016/j.atherosclerosis.2020.06.006. Epub 2020 Jun 17.","Sert A","Atherosclerosis","2020","2020/06/29","","","10.1016/j.atherosclerosis.2020.06.006"
"32592552","Desert on the menu? What children are served in German full-service restaurants","Rüsing L, Hilger-Kolb J, Schneider S.","Cent Eur J Public Health. 2020 Jun;28(2):87-93. doi: 10.21101/cejph.a5878.","Rüsing L","Cent Eur J Public Health","2020","2020/06/28","","","10.21101/cejph.a5878"
"32590958","Rationale and design of ""Hearts & Parks"": study protocol for a pragmatic randomized clinical trial of an integrated clinic-community intervention to treat pediatric obesity","Armstrong SC, Windom M, Bihlmeyer NA, Li JS, Shah SH, Story M, Zucker N, Kraus WE, Pagidipati N, Peterson E, Wong C, Wiedemeier M, Sibley L, Berchuck SI, Merrill P, Zizzi A, Sarria C, Dressman HK, Rawls JF, Skinner AC.","BMC Pediatr. 2020 Jun 26;20(1):308. doi: 10.1186/s12887-020-02190-x.","Armstrong SC","BMC Pediatr","2020","2020/06/28","PMC7318397","","10.1186/s12887-020-02190-x"
